"Local time in Skopje / Petrovec (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.12.2017 16:00";"7.1";"736.3";"758.2";"-2.0";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.7";"";"";"";"";"";"";
"27.12.2017 13:00";"6.5";"738.3";"760.2";"-2.2";"79";"Wind blowing from the north-northeast";"1";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"3.0";"";"";"";"";"";"";
"27.12.2017 10:00";"2.2";"740.5";"762.7";"-0.5";"91";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"0.8";"";"";"";"";"";"";
"27.12.2017 07:00";"0.3";"741.0";"763.5";"-0.5";"95";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-2.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"2.0";"-0.4";"";"";"";"";"";"";
"27.12.2017 04:00";"-0.5";"741.5";"764.1";"-0.8";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"-1.3";"";"";"";"";"";"";
"27.12.2017 01:00";"-1.8";"742.3";"765.1";"-0.8";"96";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"-2.3";"";"";"";"";"";"";
"26.12.2017 22:00";"-1.8";"743.1";"765.8";"-0.4";"92";"Wind blowing from the east";"1";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"3.3";"-2.9";"";"";"";"";"";"";
"26.12.2017 19:00";"-0.3";"743.5";"766.0";"0.0";"93";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"6.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"-1.3";"";"";"";"";"";"";
"26.12.2017 16:00";"4.1";"743.5";"765.7";"-1.2";"81";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"1.1";"";"";"";"";"";"";
"26.12.2017 13:00";"2.4";"744.7";"767.2";"-2.4";"94";"Wind blowing from the west-northwest";"1";"";"";"60%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"3.3";"1.5";"";"";"";"";"";"";
"26.12.2017 10:00";"-2.3";"747.1";"769.9";"-0.3";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.1";"-2.3";"";"";"";"";"";"";
"26.12.2017 07:00";"-4.7";"747.4";"770.5";"-0.6";"96";"Calm, no wind";"0";"";"";"40%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-4.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.2";"-5.2";"";"";"Flooded.";"";"";"";
"26.12.2017 04:00";"-3.9";"748.0";"770.3";"-0.3";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"7.0";"-4.8";"";"";"";"";"";"";
"26.12.2017 01:00";"-2.7";"748.3";"769.6";"0.0";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"8.0";"-3.6";"";"";"";"";"";"";
"25.12.2017 22:00";"1.1";"748.3";"770.9";"-0.1";"92";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-0.1";"";"";"";"";"";"";
"25.12.2017 19:00";"1.2";"748.4";"771.0";"0.4";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"11.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-0.5";"";"";"";"";"";"";
"25.12.2017 16:00";"8.9";"748.0";"770.0";"-0.6";"68";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"3.2";"";"";"";"";"";"";
"25.12.2017 13:00";"10.2";"748.6";"770.4";"-1.9";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"3.3";"";"";"";"";"";"";
"25.12.2017 10:00";"3.4";"750.5";"773.1";"0.4";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.3";"";"";"";"";"";"";
"25.12.2017 07:00";"-2.7";"750.1";"773.2";"0.6";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-3.3";"";"";"";"";"";"";"10.0";"-3.4";"";"";"";"";"";"";
"25.12.2017 04:00";"-1.0";"749.5";"772.3";"0.3";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"-1.9";"";"";"";"";"";"";
"25.12.2017 01:00";"-2.7";"748.3";"769.6";"-0.7";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"8.0";"-3.6";"";"";"";"";"";"";
"24.12.2017 22:00";"2.6";"749.0";"771.5";"1.1";"86";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"25.0";"0.4";"";"";"";"";"";"";
"24.12.2017 19:00";"6.9";"747.9";"770.4";"1.1";"70";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"";"14.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"1.8";"";"";"";"";"";"";
"24.12.2017 16:00";"9.7";"746.8";"768.6";"0.0";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"2.9";"";"";"";"";"";"";
"24.12.2017 13:00";"13.1";"746.8";"768.4";"-0.6";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"1.9";"";"";"";"";"";"";
"24.12.2017 10:00";"7.1";"747.4";"769.4";"0.0";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"1.0";"";"";"";"";"";"";
"24.12.2017 07:00";"4.1";"747.4";"769.7";"";"72";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"1.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"30.0";"-0.5";"";"";"";"";"";"";
"24.12.2017 01:00";"1.8";"748.1";"770.7";"-0.5";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"-2.3";"";"";"";"";"";"";
"23.12.2017 22:00";"1.4";"748.6";"771.1";"0.1";"72";"Wind blowing from the north-northeast";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"-3.1";"";"";"";"";"";"";
"23.12.2017 19:00";"4.9";"748.5";"770.8";"0.8";"56";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";" ";"";"";"";"6.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"-3.3";"";"";"";"";"";"";
"23.12.2017 16:00";"5.0";"747.7";"770.0";"0.1";"64";"Wind blowing from the north-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"-1.4";"";"";"";"";"";"";
"23.12.2017 13:00";"6.5";"747.6";"769.7";"-0.8";"58";"Wind blowing from the north-northeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"-1.2";"";"";"";"";"";"";
"23.12.2017 10:00";"5.3";"748.4";"770.7";"0.9";"64";"Wind blowing from the north";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"-1.0";"";"";"";"";"";"";
"23.12.2017 07:00";"1.3";"747.5";"770.1";"-0.1";"80";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"1.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-1.8";"";"";"Surface of ground moist.";"";"";"";
"23.12.2017 04:00";"1.7";"747.6";"770.2";"0.0";"72";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-2.8";"";"";"";"";"";"";
"23.12.2017 01:00";"1.4";"747.6";"770.2";"-0.1";"76";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-2.5";"";"";"";"";"";"";
"22.12.2017 22:00";"1.9";"747.7";"770.2";"0.2";"71";"Wind blowing from the north";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-2.8";"";"";"";"";"";"";
"22.12.2017 19:00";"2.5";"747.5";"770.0";"0.0";"65";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"";"3.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"20.0";"-3.4";"";"";"";"";"";"";
"22.12.2017 16:00";"2.2";"747.5";"769.9";"-1.6";"63";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-4.3";"";"";"";"";"";"";
"22.12.2017 13:00";"2.9";"749.1";"771.6";"-1.9";"58";"Wind blowing from the north";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"-4.7";"";"";"";"";"";"";
"22.12.2017 10:00";"-3.9";"751.0";"774.2";"-1.8";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-6.1";"";"";"";"";"";"";
"22.12.2017 07:00";"-9.0";"752.8";"776.5";"1.4";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-10.4";"";"";"Flooded.";"";"";"";
